fips_txt,Stabr,area_name,median_HHI_2019,bach_deg_pct_14to18
31139,NE,"Pierce County, NE","67,465",22.3
31141,NE,"Platte County, NE","62,804",22.2
31143,NE,"Polk County, NE","66,462",21.1
31145,NE,"Red Willow County, NE","50,260",18.8
31147,NE,"Richardson County, NE","50,207",18.2
31149,NE,"Rock County, NE","53,905",20.9
31151,NE,"Saline County, NE","59,937",14.3
31153,NE,"Sarpy County, NE","84,016",40.1
31155,NE,"Saunders County, NE","71,086",25.4
31157,NE,"Scotts Bluff County, NE","50,263",22.4
31159,NE,"Seward County, NE","72,291",29.2
31161,NE,"Sheridan County, NE","46,159",23.6
31163,NE,"Sherman County, NE","48,735",18.2
31165,NE,"Sioux County, NE","47,983",26.6
31167,NE,"Stanton County, NE","62,045",16.6
31169,NE,"Thayer County, NE","52,439",19.8
31171,NE,"Thomas County, NE","51,401",24
31173,NE,"Thurston County, NE","48,891",16.7
31175,NE,"Valley County, NE","47,981",22.8
31177,NE,"Washington County, NE","75,197",30.3
31179,NE,"Wayne County, NE","57,655",34.5
31181,NE,"Webster County, NE","49,518",22.6
31183,NE,"Wheeler County, NE","50,207",17.3
31185,NE,"York County, NE","59,749",28.1
32001,NV,"Churchill County, NV","56,335",17.5
32003,NV,"Clark County, NV","62,131",23.9
32005,NV,"Douglas County, NV","76,296",28.9
32007,NV,"Elko County, NV","83,287",18.2
32009,NV,"Esmeralda County, NV","50,675",16.5
32011,NV,"Eureka County, NV","71,541",11.7
32013,NV,"Humboldt County, NV","73,106",16.3
32015,NV,"Lander County, NV","81,239",11.6
32017,NV,"Lincoln County, NV","58,782",17.7
32019,NV,"Lyon County, NV","59,406",14
32021,NV,"Mineral County, NV","43,771",14.4
32023,NV,"Nye County, NV","48,490",11.5
32027,NV,"Pershing County, NV","58,562",14.8
32029,NV,"Storey County, NV","88,003",28.7
32031,NV,"Washoe County, NV","71,733",30.5
32033,NV,"White Pine County, NV","60,086",14.9
32510,NV,"Carson City, NV","58,126",22.3
33001,NH,"Belknap County, NH","68,752",32.4
33003,NH,"Carroll County, NH","64,495",33.6
33005,NH,"Cheshire County, NH","65,326",32.6
33007,NH,"Coos County, NH","49,156",18.1
33009,NH,"Grafton County, NH","62,468",40.5
33011,NH,"Hillsborough County, NH","82,862",37.3
33013,NH,"Merrimack County, NH","75,800",35.6
33015,NH,"Rockingham County, NH","91,416",40.7
33017,NH,"Strafford County, NH","71,486",35.6
33019,NH,"Sullivan County, NH","63,518",26.8
34001,NJ,"Atlantic County, NJ","62,678",27.4
34003,NJ,"Bergen County, NJ","107,971",48.3
34005,NJ,"Burlington County, NJ","88,443",37.5
34007,NJ,"Camden County, NJ","73,168",31.8
34009,NJ,"Cape May County, NJ","66,565",31.5
34011,NJ,"Cumberland County, NJ","54,179",14.7
34013,NJ,"Essex County, NJ","64,522",34.8
34015,NJ,"Gloucester County, NJ","87,996",31.9
34017,NJ,"Hudson County, NJ","77,738",40.9
34019,NJ,"Hunterdon County, NJ","117,275",52
34021,NJ,"Mercer County, NJ","79,475",42
34023,NJ,"Middlesex County, NJ","92,770",42.7
34025,NJ,"Monmouth County, NJ","102,579",44.9
34027,NJ,"Morris County, NJ","116,328",53.6
34029,NJ,"Ocean County, NJ","75,627",29.2
34031,NJ,"Passaic County, NJ","76,039",28.1
34033,NJ,"Salem County, NJ","68,146",20.9
34035,NJ,"Somerset County, NJ","112,722",54.5
34037,NJ,"Sussex County, NJ","100,281",34.9
34039,NJ,"Union County, NJ","79,953",35.1
34041,NJ,"Warren County, NJ","83,998",31.8
35001,NM,"Bernalillo County, NM","56,148",33.9
35003,NM,"Catron County, NM","37,190",22.2
35005,NM,"Chaves County, NM","43,687",17.8
35006,NM,"Cibola County, NM","40,436",13.4
35007,NM,"Colfax County, NM","42,754",20.5
35009,NM,"Curry County, NM","45,623",19.8
35011,NM,"De Baca County, NM","34,746",9.8
35013,NM,"Dona Ana County, NM","43,618",27.5
35015,NM,"Eddy County, NM","63,671",15.9
35017,NM,"Grant County, NM","43,175",27.3
35019,NM,"Guadalupe County, NM","36,554",11.6
35021,NM,"Harding County, NM","38,162",24.3
35023,NM,"Hidalgo County, NM","37,322",14.2
35025,NM,"Lea County, NM","63,012",13
35027,NM,"Lincoln County, NM","47,254",29.3
35028,NM,"Los Alamos County, NM","122,001",66.5
35029,NM,"Luna County, NM","32,544",12.2
35031,NM,"McKinley County, NM","36,404",11.6
35033,NM,"Mora County, NM","36,968",11.2
35035,NM,"Otero County, NM","43,135",19
35037,NM,"Quay County, NM","34,596",15.8
35039,NM,"Rio Arriba County, NM","44,579",18.5
35041,NM,"Roosevelt County, NM","44,928",25.1
35043,NM,"Sandoval County, NM","71,118",30
35045,NM,"San Juan County, NM","46,201",15.2
35047,NM,"San Miguel County, NM","36,986",22.7
35049,NM,"Santa Fe County, NM","61,791",40.9
35051,NM,"Sierra County, NM","33,661",20.5
35053,NM,"Socorro County, NM","39,582",21.2
35055,NM,"Taos County, NM","43,032",28
35057,NM,"Torrance County, NM","39,532",15.6
35059,NM,"Union County, NM","38,221",12.7
35061,NM,"Valencia County, NM","54,867",17.1
36001,NY,"Albany County, NY","69,408",41.3
36003,NY,"Allegany County, NY","49,411",20.2
36005,NY,"Bronx County, NY","41,470",19.8
36007,NY,"Broome County, NY","52,179",28.3
36009,NY,"Cattaraugus County, NY","50,783",19.1
36011,NY,"Cayuga County, NY","58,055",22.3
36013,NY,"Chautauqua County, NY","50,143",21.7
36015,NY,"Chemung County, NY","58,400",23.9
36017,NY,"Chenango County, NY","51,894",18.3
36019,NY,"Clinton County, NY","59,069",22.9
36021,NY,"Columbia County, NY","71,563",31.3
36023,NY,"Cortland County, NY","55,143",26.9
36025,NY,"Delaware County, NY","51,038",21.9
36027,NY,"Dutchess County, NY","84,564",35.2
36029,NY,"Erie County, NY","60,620",33.7
36031,NY,"Essex County, NY","55,091",27.6
36033,NY,"Franklin County, NY","48,943",19.4
36035,NY,"Fulton County, NY","50,061",17.8
36037,NY,"Genesee County, NY","62,570",21.5
36039,NY,"Greene County, NY","54,746",22.1
36041,NY,"Hamilton County, NY","60,148",19.3
36043,NY,"Herkimer County, NY","55,778",21
36045,NY,"Jefferson County, NY","53,829",22.3
36047,NY,"Kings County, NY","66,501",36.5
36049,NY,"Lewis County, NY","56,599",16.3
36051,NY,"Livingston County, NY","60,268",25.4
36053,NY,"Madison County, NY","61,713",27
36055,NY,"Monroe County, NY","62,159",37.7
36057,NY,"Montgomery County, NY","52,092",17.5
36059,NY,"Nassau County, NY","117,767",45.2
36061,NY,"New York County, NY","93,007",60.8
36063,NY,"Niagara County, NY","56,371",23.8
36065,NY,"Oneida County, NY","56,516",24.7
36067,NY,"Onondaga County, NY","61,597",35.5
36069,NY,"Ontario County, NY","66,754",34.5
36071,NY,"Orange County, NY","83,188",29.8
36073,NY,"Orleans County, NY","53,115",15.9
36075,NY,"Oswego County, NY","57,640",18.6
36077,NY,"Otsego County, NY","52,414",30.9
36079,NY,"Putnam County, NY","105,600",39.9
36081,NY,"Queens County, NY","72,975",31.5
36083,NY,"Rensselaer County, NY","70,688",30.1
36085,NY,"Richmond County, NY","86,624",33
36087,NY,"Rockland County, NY","99,831",40.6
36089,NY,"St. Lawrence County, NY","51,742",23.6
36091,NY,"Saratoga County, NY","89,071",41.4
36093,NY,"Schenectady County, NY","64,960",31.4
36095,NY,"Schoharie County, NY","58,927",22.3
36097,NY,"Schuyler County, NY","52,215",22.3
36099,NY,"Seneca County, NY","51,064",20.9
36101,NY,"Steuben County, NY","53,167",23.1
36103,NY,"Suffolk County, NY","105,241",35.6
36105,NY,"Sullivan County, NY","58,851",23.2
36107,NY,"Tioga County, NY","60,699",25.5
36109,NY,"Tompkins County, NY","59,176",52.7
36111,NY,"Ulster County, NY","64,090",32.2
36113,NY,"Warren County, NY","63,240",30
36115,NY,"Washington County, NY","56,897",20.4
36117,NY,"Wayne County, NY","61,989",22.3
36119,NY,"Westchester County, NY","101,741",48.2
36121,NY,"Wyoming County, NY","58,214",16.5
36123,NY,"Yates County, NY","60,612",24.4
37001,NC,"Alamance County, NC","57,963",24
37003,NC,"Alexander County, NC","54,960",14.7
37005,NC,"Alleghany County, NC","41,420",16.7
37007,NC,"Anson County, NC","40,826",9.6
37009,NC,"Ashe County, NC","41,542",19
37011,NC,"Avery County, NC","45,823",20.6
37013,NC,"Beaufort County, NC","49,410",19.4
37015,NC,"Bertie County, NC","37,899",13.4
37017,NC,"Bladen County, NC","42,260",15.1
37019,NC,"Brunswick County, NC","63,712",28.6
37021,NC,"Buncombe County, NC","55,448",39.2
37023,NC,"Burke County, NC","47,890",16.6
37025,NC,"Cabarrus County, NC","72,071",31.2
37027,NC,"Caldwell County, NC","48,512",15.3
37029,NC,"Camden County, NC","69,610",17.9
37031,NC,"Carteret County, NC","60,058",28.4
37033,NC,"Caswell County, NC","51,240",15.5
37035,NC,"Catawba County, NC","53,688",21.9
37037,NC,"Chatham County, NC","70,258",41.3
37039,NC,"Cherokee County, NC","42,764",19.2
37041,NC,"Chowan County, NC","47,126",19.8
37043,NC,"Clay County, NC","47,116",22.8
37045,NC,"Cleveland County, NC","46,012",17.4
37047,NC,"Columbus County, NC","39,531",13.1
37049,NC,"Craven County, NC","53,372",25.7
37051,NC,"Cumberland County, NC","46,599",25
37053,NC,"Currituck County, NC","70,699",23.1
37055,NC,"Dare County, NC","63,033",33
37057,NC,"Davidson County, NC","53,924",18.5
37059,NC,"Davie County, NC","63,828",22.9
37061,NC,"Duplin County, NC","44,929",11.1
37063,NC,"Durham County, NC","65,541",47.5
37065,NC,"Edgecombe County, NC","40,784",12.7
37067,NC,"Forsyth County, NC","53,054",33.8
37069,NC,"Franklin County, NC","57,371",21.3
37071,NC,"Gaston County, NC","56,542",20.6
37073,NC,"Gates County, NC","54,204",14.4
37075,NC,"Graham County, NC","45,813",13.5
37077,NC,"Granville County, NC","54,300",22.3
37079,NC,"Greene County, NC","44,648",10.5
37081,NC,"Guilford County, NC","55,820",35.3
37083,NC,"Halifax County, NC","38,727",14.4
37085,NC,"Harnett County, NC","55,619",20.7
37087,NC,"Haywood County, NC","51,612",25
37089,NC,"Henderson County, NC","61,651",31.8
37091,NC,"Hertford County, NC","42,374",14.6
37093,NC,"Hoke County, NC","48,420",18.4
37095,NC,"Hyde County, NC","43,112",9.4
37097,NC,"Iredell County, NC","68,308",27.5
37099,NC,"Jackson County, NC","47,759",30.5
37101,NC,"Johnston County, NC","62,835",21.8
37103,NC,"Jones County, NC","46,275",13.1
37105,NC,"Lee County, NC","53,114",20.9
37107,NC,"Lenoir County, NC","39,947",14.5
37109,NC,"Lincoln County, NC","70,479",21.4
37111,NC,"McDowell County, NC","46,370",16.9
37113,NC,"Macon County, NC","46,279",24.2
37115,NC,"Madison County, NC","50,062",27.6
37117,NC,"Martin County, NC","39,413",16.8
37119,NC,"Mecklenburg County, NC","69,455",44.8
37121,NC,"Mitchell County, NC","47,675",18.8
37123,NC,"Montgomery County, NC","46,497",14.7
37125,NC,"Moore County, NC","63,942",36.9
37127,NC,"Nash County, NC","50,902",20.9
37129,NC,"New Hanover County, NC","57,252",39.3
37131,NC,"Northampton County, NC","39,777",12.8
37133,NC,"Onslow County, NC","50,645",21.4
37135,NC,"Orange County, NC","74,314",57.6
37137,NC,"Pamlico County, NC","52,522",19.4
37139,NC,"Pasquotank County, NC","51,245",20.5
37141,NC,"Pender County, NC","60,405",26.4
37143,NC,"Perquimans County, NC","50,804",20.4
37145,NC,"Person County, NC","54,553",15.3
37147,NC,"Pitt County, NC","52,961",31.8
37149,NC,"Polk County, NC","53,405",31.7
37151,NC,"Randolph County, NC","50,129",15.8
37153,NC,"Richmond County, NC","40,518",13.9
37155,NC,"Robeson County, NC","36,366",13.2
37157,NC,"Rockingham County, NC","44,686",15
37159,NC,"Rowan County, NC","52,051",18.7
37161,NC,"Rutherford County, NC","44,547",17.3
37163,NC,"Sampson County, NC","45,997",12.8
37165,NC,"Scotland County, NC","39,197",15.5
37167,NC,"Stanly County, NC","58,303",15.8
37169,NC,"Stokes County, NC","52,356",13.3
37171,NC,"Surry County, NC","48,637",16.8
37173,NC,"Swain County, NC","46,075",16
37175,NC,"Transylvania County, NC","55,628",31.5
37177,NC,"Tyrrell County, NC","37,680",9.7
37179,NC,"Union County, NC","86,138",34.8
37181,NC,"Vance County, NC","40,450",12.9
37183,NC,"Wake County, NC","84,377",51.8
37185,NC,"Warren County, NC","37,027",15.5
37187,NC,"Washington County, NC","40,157",11.3
37189,NC,"Watauga County, NC","51,630",41.6
37191,NC,"Wayne County, NC","45,634",19.5
37193,NC,"Wilkes County, NC","45,250",15.5
37195,NC,"Wilson County, NC","42,414",19.6
37197,NC,"Yadkin County, NC","50,929",11.3
37199,NC,"Yancey County, NC","47,664",20
38001,ND,"Adams County, ND","55,880",28.6
38003,ND,"Barnes County, ND","60,689",27.2
38005,ND,"Benson County, ND","45,709",15.6
38007,ND,"Billings County, ND","69,528",26.3
38009,ND,"Bottineau County, ND","62,904",23.7
38011,ND,"Bowman County, ND","65,411",24.3
38013,ND,"Burke County, ND","67,545",22.3
38015,ND,"Burleigh County, ND","73,565",35.1
38017,ND,"Cass County, ND","63,977",39.4
38019,ND,"Cavalier County, ND","63,484",21.2
38021,ND,"Dickey County, ND","57,490",26.7
38023,ND,"Divide County, ND","61,506",18.4
38025,ND,"Dunn County, ND","75,723",21
38027,ND,"Eddy County, ND","54,465",24.3
38029,ND,"Emmons County, ND","53,073",16.5
38031,ND,"Foster County, ND","54,917",24.1
38033,ND,"Golden Valley County, ND","58,370",28.1
38035,ND,"Grand Forks County, ND","57,388",34.5
38037,ND,"Grant County, ND","41,841",17.4
38039,ND,"Griggs County, ND","56,527",25.9
38041,ND,"Hettinger County, ND","54,600",14.4
38043,ND,"Kidder County, ND","50,570",17.9
38045,ND,"LaMoure County, ND","56,059",24
38047,ND,"Logan County, ND","51,496",16.4
38049,ND,"McHenry County, ND","59,661",19.8
38051,ND,"McIntosh County, ND","47,349",16.8
38053,ND,"McKenzie County, ND","86,890",26.1
38055,ND,"McLean County, ND","67,453",20.5
38057,ND,"Mercer County, ND","83,341",21.6
38059,ND,"Morton County, ND","68,051",26.3
38061,ND,"Mountrail County, ND","69,040",20.6
38063,ND,"Nelson County, ND","56,098",22.7
38065,ND,"Oliver County, ND","72,919",18.7
38067,ND,"Pembina County, ND","59,970",20.4
38069,ND,"Pierce County, ND","56,753",19.2
38071,ND,"Ramsey County, ND","60,710",26.1
38073,ND,"Ransom County, ND","66,422",19.7
38075,ND,"Renville County, ND","84,986",17.8
38077,ND,"Richland County, ND","62,837",21.6
38079,ND,"Rolette County, ND","45,296",20
38081,ND,"Sargent County, ND","67,551",17.5
38083,ND,"Sheridan County, ND","58,725",10.9
38085,ND,"Sioux County, ND","37,133",16.2
38087,ND,"Slope County, ND","52,695",26.5
38089,ND,"Stark County, ND","68,759",22.9
38091,ND,"Steele County, ND","67,661",27.5
38093,ND,"Stutsman County, ND","60,297",23.5
38095,ND,"Towner County, ND","53,024",18.2
38097,ND,"Traill County, ND","69,443",26.8
38099,ND,"Walsh County, ND","59,153",16.8
38101,ND,"Ward County, ND","68,634",28.3
38103,ND,"Wells County, ND","56,167",22.1
38105,ND,"Williams County, ND","84,606",24.8
39001,OH,"Adams County, OH","43,145",12.9
39003,OH,"Allen County, OH","58,271",17.8
39005,OH,"Ashland County, OH","52,554",21.1
39007,OH,"Ashtabula County, OH","47,388",14.1
39009,OH,"Athens County, OH","43,621",29.7
39011,OH,"Auglaize County, OH","64,227",18.9
39013,OH,"Belmont County, OH","50,166",16.2
39015,OH,"Brown County, OH","58,441",14.2
39017,OH,"Butler County, OH","68,611",29.8
39019,OH,"Carroll County, OH","56,999",13.6
39021,OH,"Champaign County, OH","62,077",14.9
39023,OH,"Clark County, OH","50,832",18.6
39025,OH,"Clermont County, OH","68,724",28
39027,OH,"Clinton County, OH","52,870",18.7
39029,OH,"Columbiana County, OH","52,693",14.8
39031,OH,"Coshocton County, OH","49,679",12.5
39033,OH,"Crawford County, OH","49,484",14.8
39035,OH,"Cuyahoga County, OH","52,503",31.9
39037,OH,"Darke County, OH","56,824",14.7
39039,OH,"Defiance County, OH","60,918",16.7
39041,OH,"Delaware County, OH","110,252",54.4
39043,OH,"Erie County, OH","60,790",22.7
39045,OH,"Fairfield County, OH","71,782",27.2
39047,OH,"Fayette County, OH","51,023",16.1
39049,OH,"Franklin County, OH","64,648",39.3
39051,OH,"Fulton County, OH","64,334",17.2
39053,OH,"Gallia County, OH","48,094",15.3
39055,OH,"Geauga County, OH","79,865",38.1
39057,OH,"Greene County, OH","69,709",39
39059,OH,"Guernsey County, OH","48,283",14.2
39061,OH,"Hamilton County, OH","60,251",37.1
39063,OH,"Hancock County, OH","62,720",26.7
39065,OH,"Hardin County, OH","51,155",16.6
39067,OH,"Harrison County, OH","50,137",10.1
39069,OH,"Henry County, OH","61,351",18
39071,OH,"Highland County, OH","47,126",12.6
39073,OH,"Hocking County, OH","51,016",14.8
39075,OH,"Holmes County, OH","62,596",8.9
39077,OH,"Huron County, OH","56,704",13.6
39079,OH,"Jackson County, OH","50,671",15.3
39081,OH,"Jefferson County, OH","47,652",15.3
39083,OH,"Knox County, OH","59,957",22.8
39085,OH,"Lake County, OH","65,040",27.9
39087,OH,"Lawrence County, OH","46,433",14.3
39089,OH,"Licking County, OH","66,321",26.2
39091,OH,"Logan County, OH","60,624",16
39093,OH,"Lorain County, OH","59,201",24
39095,OH,"Lucas County, OH","49,924",26.3
39097,OH,"Madison County, OH","65,696",16.9
39099,OH,"Mahoning County, OH","48,018",24.1
39101,OH,"Marion County, OH","51,479",13.1
39103,OH,"Medina County, OH","78,540",33.3
39105,OH,"Meigs County, OH","43,754",12.8
39107,OH,"Mercer County, OH","67,075",16.7
39109,OH,"Miami County, OH","63,524",22.6
39111,OH,"Monroe County, OH","48,231",11.9
39113,OH,"Montgomery County, OH","54,704",27.4
39115,OH,"Morgan County, OH","46,883",11.3
39117,OH,"Morrow County, OH","59,498",13.5
39119,OH,"Muskingum County, OH","52,105",15.5
39121,OH,"Noble County, OH","50,788",10.3
39123,OH,"Ottawa County, OH","63,352",22.4
39125,OH,"Paulding County, OH","58,100",14.1
39127,OH,"Perry County, OH","51,875",12.3
39129,OH,"Pickaway County, OH","63,931",18.6
39131,OH,"Pike County, OH","46,255",13.8
39133,OH,"Portage County, OH","57,439",28.7
39135,OH,"Preble County, OH","62,128",15.8
39137,OH,"Putnam County, OH","73,454",20.3
39139,OH,"Richland County, OH","51,883",17.8
39141,OH,"Ross County, OH","54,728",16.6
39143,OH,"Sandusky County, OH","58,415",16
39145,OH,"Scioto County, OH","45,410",15
39147,OH,"Seneca County, OH","55,664",15.2
39149,OH,"Shelby County, OH","64,304",17.4
39151,OH,"Stark County, OH","55,623",22.8
39153,OH,"Summit County, OH","57,753",32.1
39155,OH,"Trumbull County, OH","47,966",18.5
39157,OH,"Tuscarawas County, OH","54,150",15.8
39159,OH,"Union County, OH","91,597",33
39161,OH,"Van Wert County, OH","55,361",16.2
39163,OH,"Vinton County, OH","46,301",11.5
39165,OH,"Warren County, OH","91,645",42.3
39167,OH,"Washington County, OH","52,565",19.2
39169,OH,"Wayne County, OH","58,747",21.9
39171,OH,"Williams County, OH","54,239",15
39173,OH,"Wood County, OH","64,723",33.1
39175,OH,"Wyandot County, OH","61,733",15.7
40001,OK,"Adair County, OK","39,589",11.6
40003,OK,"Alfalfa County, OK","57,497",20.2
40005,OK,"Atoka County, OK","41,872",15
40007,OK,"Beaver County, OK","55,397",19.7
40009,OK,"Beckham County, OK","50,512",17.3
40011,OK,"Blaine County, OK","50,574",16.6
40013,OK,"Bryan County, OK","44,074",22.8
40015,OK,"Caddo County, OK","45,755",16.3
40017,OK,"Canadian County, OK","75,111",26.8
40019,OK,"Carter County, OK","51,895",20.6
40021,OK,"Cherokee County, OK","45,544",25
40023,OK,"Choctaw County, OK","37,131",12.3
40025,OK,"Cimarron County, OK","47,602",22.6
40027,OK,"Cleveland County, OK","64,706",32.5
40029,OK,"Coal County, OK","41,273",17.6
40031,OK,"Comanche County, OK","51,184",22.5
40033,OK,"Cotton County, OK","46,450",13.2
40035,OK,"Craig County, OK","42,978",14.8
40037,OK,"Creek County, OK","54,737",16.3
40039,OK,"Custer County, OK","51,803",25.5
40041,OK,"Delaware County, OK","44,602",17.6
40043,OK,"Dewey County, OK","56,316",24.5
40045,OK,"Ellis County, OK","54,013",20
40047,OK,"Garfield County, OK","58,381",22.4
40049,OK,"Garvin County, OK","46,786",14.5
40051,OK,"Grady County, OK","63,647",19.7
40053,OK,"Grant County, OK","60,303",23.1
40055,OK,"Greer County, OK","38,641",13.5
40057,OK,"Harmon County, OK","37,988",21.3
40059,OK,"Harper County, OK","40,265",22
40061,OK,"Haskell County, OK","41,643",14.7
40063,OK,"Hughes County, OK","37,631",12.9
40065,OK,"Jackson County, OK","48,430",20.9
40067,OK,"Jefferson County, OK","39,785",13.9
40069,OK,"Johnston County, OK","41,805",17.2
40071,OK,"Kay County, OK","48,522",19.1
40073,OK,"Kingfisher County, OK","68,839",23.6
40075,OK,"Kiowa County, OK","39,788",17.4
40077,OK,"Latimer County, OK","42,014",17.2
40079,OK,"Le Flore County, OK","42,378",15.1
40081,OK,"Lincoln County, OK","51,012",15.1
40083,OK,"Logan County, OK","66,625",27.6
40085,OK,"Love County, OK","51,481",14.5
40087,OK,"McClain County, OK","75,009",24.2
40089,OK,"McCurtain County, OK","40,803",13.2
40091,OK,"McIntosh County, OK","40,614",14.2
40093,OK,"Major County, OK","59,690",19.4
40095,OK,"Marshall County, OK","45,005",15.7
40097,OK,"Mayes County, OK","49,293",14.6
40099,OK,"Murray County, OK","50,965",18.5
40101,OK,"Muskogee County, OK","43,392",19.5
40103,OK,"Noble County, OK","56,307",21.1
40105,OK,"Nowata County, OK","47,456",10.7
40107,OK,"Okfuskee County, OK","39,265",11.6
40109,OK,"Oklahoma County, OK","56,272",31.8
40111,OK,"Okmulgee County, OK","41,725",14.1
40113,OK,"Osage County, OK","50,667",17.6
40115,OK,"Ottawa County, OK","41,530",14.1
40117,OK,"Pawnee County, OK","47,646",16.1
40119,OK,"Payne County, OK","43,025",36.9
40121,OK,"Pittsburg County, OK","47,215",15.5
40123,OK,"Pontotoc County, OK","49,510",28.1
40125,OK,"Pottawatomie County, OK","52,747",18.3
40127,OK,"Pushmataha County, OK","37,718",15
40129,OK,"Roger Mills County, OK","59,286",18.5
40131,OK,"Rogers County, OK","67,054",24.3
40133,OK,"Seminole County, OK","40,725",14.1
40135,OK,"Sequoyah County, OK","43,038",13.3
40137,OK,"Stephens County, OK","47,826",17.4
40139,OK,"Texas County, OK","56,014",22.3
40141,OK,"Tillman County, OK","41,251",17.7
40143,OK,"Tulsa County, OK","57,668",31.2
40145,OK,"Wagoner County, OK","65,191",23.3
40147,OK,"Washington County, OK","62,515",28.6
40149,OK,"Washita County, OK","50,823",20.4
40151,OK,"Woods County, OK","40,684",30.6
40153,OK,"Woodward County, OK","73,253",19.8
41001,OR,"Baker County, OR","48,530",22.3
41003,OR,"Benton County, OR","69,148",53.6
41005,OR,"Clackamas County, OR","80,539",36.8
41007,OR,"Clatsop County, OR","59,339",24.6
41009,OR,"Columbia County, OR","72,285",17.8
41011,OR,"Coos County, OR","49,504",17.9
41013,OR,"Crook County, OR","58,739",16.6
41015,OR,"Curry County, OR","51,267",24
41017,OR,"Deschutes County, OR","71,880",34.2
41019,OR,"Douglas County, OR","48,940",17.2
41021,OR,"Gilliam County, OR","61,205",20.2
41023,OR,"Grant County, OR","49,792",18.8
41025,OR,"Harney County, OR","39,874",17
41027,OR,"Hood River County, OR","68,835",31.6
41029,OR,"Jackson County, OR","56,367",27.4
41031,OR,"Jefferson County, OR","52,543",18.4
41033,OR,"Josephine County, OR","47,533",17.2
41035,OR,"Klamath County, OR","53,030",19.4
41037,OR,"Lake County, OR","47,867",15.4
41039,OR,"Lane County, OR","57,212",29.6
41041,OR,"Lincoln County, OR","52,276",24.1
41043,OR,"Linn County, OR","61,084",19.5
41045,OR,"Malheur County, OR","42,019",13.8
41047,OR,"Marion County, OR","64,058",22.8
41049,OR,"Morrow County, OR","59,781",10.9
41051,OR,"Multnomah County, OR","72,469",44.5
41053,OR,"Polk County, OR","69,757",30.1
41055,OR,"Sherman County, OR","60,035",19.5
41057,OR,"Tillamook County, OR","52,298",21
41059,OR,"Umatilla County, OR","58,286",16.2
41061,OR,"Union County, OR","54,264",24.8
41063,OR,"Wallowa County, OR","52,106",24.7
41065,OR,"Wasco County, OR","56,993",20.5
41067,OR,"Washington County, OR","85,665",43.7
41069,OR,"Wheeler County, OR","42,747",14
41071,OR,"Yamhill County, OR","71,815",26.5
42001,PA,"Adams County, PA","67,706",22.4
42003,PA,"Allegheny County, PA","64,799",40.7
42005,PA,"Armstrong County, PA","56,259",16.2
42007,PA,"Beaver County, PA","60,323",23.7
42009,PA,"Bedford County, PA","54,251",14.2
42011,PA,"Berks County, PA","67,418",24.5
42013,PA,"Blair County, PA","51,004",20.8
42015,PA,"Bradford County, PA","51,356",17.8
42017,PA,"Bucks County, PA","93,587",40.5
42019,PA,"Butler County, PA","72,576",35.4
42021,PA,"Cambria County, PA","48,798",21.4
42023,PA,"Cameron County, PA","43,704",15.9
42025,PA,"Carbon County, PA","59,985",16.8
42027,PA,"Centre County, PA","61,036",44.7
42029,PA,"Chester County, PA","102,233",51.8
42031,PA,"Clarion County, PA","49,173",22.7
42033,PA,"Clearfield County, PA","46,967",14.3
42035,PA,"Clinton County, PA","50,777",19
42037,PA,"Columbia County, PA","54,377",22.5
42039,PA,"Crawford County, PA","49,741",20.8
42041,PA,"Cumberland County, PA","75,269",35.8
42043,PA,"Dauphin County, PA","60,763",30.5
42045,PA,"Delaware County, PA","76,783",38.3
42047,PA,"Elk County, PA","55,462",18.6
42049,PA,"Erie County, PA","51,923",27.7
42051,PA,"Fayette County, PA","48,055",16.2
42053,PA,"Forest County, PA","41,267",7.4
42055,PA,"Franklin County, PA","62,699",21
42057,PA,"Fulton County, PA","56,357",13.4
42059,PA,"Greene County, PA","56,599",18.2
42061,PA,"Huntingdon County, PA","54,323",16.9
42063,PA,"Indiana County, PA","51,299",22.6
42065,PA,"Jefferson County, PA","50,789",16.4
42067,PA,"Juniata County, PA","57,837",14.2
42069,PA,"Lackawanna County, PA","53,655",27.7
42071,PA,"Lancaster County, PA","67,515",26.9
42073,PA,"Lawrence County, PA","50,979",21.4
42075,PA,"Lebanon County, PA","61,560",20.3
42077,PA,"Lehigh County, PA","65,436",29.4
42079,PA,"Luzerne County, PA","53,439",23.2
42081,PA,"Lycoming County, PA","53,762",22.8
42083,PA,"McKean County, PA","53,266",18.1
42085,PA,"Mercer County, PA","54,099",22.6
42087,PA,"Mifflin County, PA","50,571",12.5
42089,PA,"Monroe County, PA","63,012",24.4
42091,PA,"Montgomery County, PA","92,340",48.7
42093,PA,"Montour County, PA","65,534",32.8
42095,PA,"Northampton County, PA","73,780",29.2
42097,PA,"Northumberland County, PA","47,967",16
42099,PA,"Perry County, PA","65,401",16.4
42101,PA,"Philadelphia County/city, PA","47,598",28.6
42103,PA,"Pike County, PA","66,595",28
42105,PA,"Potter County, PA","49,054",15.5
42107,PA,"Schuylkill County, PA","55,951",16.2
42109,PA,"Snyder County, PA","56,873",18.4
42111,PA,"Somerset County, PA","49,082",15.5
42113,PA,"Sullivan County, PA","51,718",17.3
42115,PA,"Susquehanna County, PA","60,235",17.8
42117,PA,"Tioga County, PA","51,324",19.1
42119,PA,"Union County, PA","61,306",25.5
42121,PA,"Venango County, PA","53,619",17.6
